entry_id,audio,query,ground_truth,_split
8161,YzEM94PH29VQ@m0251_0_laughter@3-155312-A-0.wav,Is there a sound of crying baby in the audio?,no,test
8162,YzEM94PH29VQ@m0251_0_laughter@3-155312-A-0@1-60997-A-20.wav,Is there a sound of laughter in the audio?,yes,test
8163,YzEM94PH29VQ@m0251_0_laughter@3-155312-A-0.wav,Is there a sound of laughter in the audio?,yes,test
8164,YzEM94PH29VQ@m0251_0_laughter@3-155312-A-0@1-60997-A-20.wav,Is there a sound of mouse click in the audio?,no,test
8165,YzEM94PH29VQ@m0251_0_laughter@3-155312-A-0.wav,Is there a sound of mouse click in the audio?,no,test
8166,YzEM94PH29VQ@1-60997-A-20@3-155312-A-0@m0251_0_laughter.wav,Does the audio contain the sound of laughter?,yes,test
8167,YzEM94PH29VQ@1-60997-A-20@3-155312-A-0.wav,Does the audio contain the sound of laughter?,no,test
8168,YzEM94PH29VQ@1-60997-A-20@3-155312-A-0@m0251_0_laughter.wav,Does the audio contain the sound of dog?,yes,test
8169,YzEM94PH29VQ@1-60997-A-20@3-155312-A-0.wav,Does the audio contain the sound of dog?,yes,test
8170,YzEM94PH29VQ@1-60997-A-20@3-155312-A-0@m0251_0_laughter.wav,Does the audio contain the sound of crickets?,no,test
8171,YzEM94PH29VQ@1-60997-A-20@3-155312-A-0.wav,Does the audio contain the sound of crickets?,no,test
8172,YzEM94PH29VQ@4-176914-A-23@2-114280-A-0@m1482_0_laughter.wav,Have you noticed the sound of laughter in the audio?,yes,test
8173,YzEM94PH29VQ@4-176914-A-23@2-114280-A-0.wav,Have you noticed the sound of laughter in the audio?,no,test
8174,YzEM94PH29VQ@4-176914-A-23@2-114280-A-0@m1482_0_laughter.wav,Have you noticed the sound of breathing in the audio?,yes,test
8175,YzEM94PH29VQ@4-176914-A-23@2-114280-A-0.wav,Have you noticed the sound of breathing in the audio?,yes,test
8176,YzEM94PH29VQ@4-176914-A-23@2-114280-A-0@m1482_0_laughter.wav,Have you noticed the sound of engine in the audio?,no,test
8177,YzEM94PH29VQ@4-176914-A-23@2-114280-A-0.wav,Have you noticed the sound of engine in the audio?,no,test
8178,YzEM94PH29VQ@4-176914-A-23@m1482_0_laughter@2-114280-A-0.wav,Can you hear the sound of dog in the audio?,yes,test
8179,YzEM94PH29VQ@4-176914-A-23@m1482_0_laughter.wav,Can you hear the sound of dog in the audio?,no,test
8180,YzEM94PH29VQ@4-176914-A-23@m1482_0_laughter@2-114280-A-0.wav,Can you hear the sound of breathing in the audio?,yes,test
8181,YzEM94PH29VQ@4-176914-A-23@m1482_0_laughter.wav,Can you hear the sound of breathing in the audio?,yes,test
8182,YzEM94PH29VQ@4-176914-A-23@m1482_0_laughter@2-114280-A-0.wav,"Can you hear the sound of door, wood creaks in the audio?",no,test
8183,YzEM94PH29VQ@4-176914-A-23@m1482_0_laughter.wav,"Can you hear the sound of door, wood creaks in the audio?",no,test
8184,YzEM94PH29VQ@2-114280-A-0@m1482_0_laughter@4-176914-A-23.wav,Can you detect the sound of breathing in the audio?,yes,test
8185,YzEM94PH29VQ@2-114280-A-0@m1482_0_laughter.wav,Can you detect the sound of breathing in the audio?,no,test
8186,YzEM94PH29VQ@2-114280-A-0@m1482_0_laughter@4-176914-A-23.wav,Can you detect the sound of laughter in the audio?,yes,test
8187,YzEM94PH29VQ@2-114280-A-0@m1482_0_laughter.wav,Can you detect the sound of laughter in the audio?,yes,test
8188,YzEM94PH29VQ@2-114280-A-0@m1482_0_laughter@4-176914-A-23.wav,Can you detect the sound of rooster in the audio?,no,test
8189,YzEM94PH29VQ@2-114280-A-0@m1482_0_laughter.wav,Can you detect the sound of rooster in the audio?,no,test
8190,YzEM94PH29VQ@m1632_0_laughter@1-30709-B-23@5-231762-A-0.wav,Is there a sound of dog in the audio?,yes,test
8191,YzEM94PH29VQ@m1632_0_laughter@1-30709-B-23.wav,Is there a sound of dog in the audio?,no,test
8192,YzEM94PH29VQ@m1632_0_laughter@1-30709-B-23@5-231762-A-0.wav,Is there a sound of laughter in the audio?,yes,test
8193,YzEM94PH29VQ@m1632_0_laughter@1-30709-B-23.wav,Is there a sound of laughter in the audio?,yes,test
8194,YzEM94PH29VQ@m1632_0_laughter@1-30709-B-23@5-231762-A-0.wav,Is there a sound of wind in the audio?,no,test
8195,YzEM94PH29VQ@m1632_0_laughter@1-30709-B-23.wav,Is there a sound of wind in the audio?,no,test
8196,YzEM94PH29VQ@m1632_0_laughter@5-231762-A-0@1-30709-B-23.wav,Does the audio contain the sound of breathing?,yes,test
8197,YzEM94PH29VQ@m1632_0_laughter@5-231762-A-0.wav,Does the audio contain the sound of breathing?,no,test
8198,YzEM94PH29VQ@m1632_0_laughter@5-231762-A-0@1-30709-B-23.wav,Does the audio contain the sound of laughter?,yes,test
8199,YzEM94PH29VQ@m1632_0_laughter@5-231762-A-0.wav,Does the audio contain the sound of laughter?,yes,test
8200,YzEM94PH29VQ@m1632_0_laughter@5-231762-A-0@1-30709-B-23.wav,Does the audio contain the sound of sigh?,no,test
8201,YzEM94PH29VQ@m1632_0_laughter@5-231762-A-0.wav,Does the audio contain the sound of sigh?,no,test
8202,YzEM94PH29VQ@1-30709-B-23@5-231762-A-0@m1632_0_laughter.wav,Have you noticed the sound of laughter in the audio?,yes,test
8203,YzEM94PH29VQ@1-30709-B-23@5-231762-A-0.wav,Have you noticed the sound of laughter in the audio?,no,test
8204,YzEM94PH29VQ@1-30709-B-23@5-231762-A-0@m1632_0_laughter.wav,Have you noticed the sound of breathing in the audio?,yes,test
8205,YzEM94PH29VQ@1-30709-B-23@5-231762-A-0.wav,Have you noticed the sound of breathing in the audio?,yes,test
8206,YzEM94PH29VQ@1-30709-B-23@5-231762-A-0@m1632_0_laughter.wav,Have you noticed the sound of siren in the audio?,no,test
8207,YzEM94PH29VQ@1-30709-B-23@5-231762-A-0.wav,Have you noticed the sound of siren in the audio?,no,test
8208,YKvrcRMfFzOE@5-156999-A-19@3-193767-A-47@3-104761-A-7.wav,Can you hear the sound of insects in the audio?,yes,test
8209,YKvrcRMfFzOE@5-156999-A-19@3-193767-A-47.wav,Can you hear the sound of insects in the audio?,no,test
8210,YKvrcRMfFzOE@5-156999-A-19@3-193767-A-47@3-104761-A-7.wav,Can you hear the sound of airplane in the audio?,yes,test
8211,YKvrcRMfFzOE@5-156999-A-19@3-193767-A-47.wav,Can you hear the sound of airplane in the audio?,yes,test
8212,YKvrcRMfFzOE@5-156999-A-19@3-193767-A-47@3-104761-A-7.wav,Can you hear the sound of rooster in the audio?,no,test
8213,YKvrcRMfFzOE@5-156999-A-19@3-193767-A-47.wav,Can you hear the sound of rooster in the audio?,no,test
8214,YKvrcRMfFzOE@5-156999-A-19@3-104761-A-7@3-193767-A-47.wav,Can you detect the sound of airplane in the audio?,yes,test
8215,YKvrcRMfFzOE@5-156999-A-19@3-104761-A-7.wav,Can you detect the sound of airplane in the audio?,no,test
8216,YKvrcRMfFzOE@5-156999-A-19@3-104761-A-7@3-193767-A-47.wav,Can you detect the sound of thunderstorm in the audio?,yes,test
8217,YKvrcRMfFzOE@5-156999-A-19@3-104761-A-7.wav,Can you detect the sound of thunderstorm in the audio?,yes,test
8218,YKvrcRMfFzOE@5-156999-A-19@3-104761-A-7@3-193767-A-47.wav,Can you detect the sound of clapping in the audio?,no,test
8219,YKvrcRMfFzOE@5-156999-A-19@3-104761-A-7.wav,Can you detect the sound of clapping in the audio?,no,test
8220,YKvrcRMfFzOE@3-193767-A-47@3-104761-A-7@5-156999-A-19.wav,Is there a sound of thunderstorm in the audio?,yes,test
8221,YKvrcRMfFzOE@3-193767-A-47@3-104761-A-7.wav,Is there a sound of thunderstorm in the audio?,no,test
8222,YKvrcRMfFzOE@3-193767-A-47@3-104761-A-7@5-156999-A-19.wav,Is there a sound of airplane in the audio?,yes,test
8223,YKvrcRMfFzOE@3-193767-A-47@3-104761-A-7.wav,Is there a sound of airplane in the audio?,yes,test
8224,YKvrcRMfFzOE@3-193767-A-47@3-104761-A-7@5-156999-A-19.wav,Is there a sound of crackling fire in the audio?,no,test
8225,YKvrcRMfFzOE@3-193767-A-47@3-104761-A-7.wav,Is there a sound of crackling fire in the audio?,no,test
8226,YKvrcRMfFzOE@3-155130-A-43@5-195557-A-19@5-216370-A-41.wav,Does the audio contain the sound of chainsaw?,yes,test
8227,YKvrcRMfFzOE@3-155130-A-43@5-195557-A-19.wav,Does the audio contain the sound of chainsaw?,no,test
8228,YKvrcRMfFzOE@3-155130-A-43@5-195557-A-19@5-216370-A-41.wav,Does the audio contain the sound of car horn?,yes,test
8229,YKvrcRMfFzOE@3-155130-A-43@5-195557-A-19.wav,Does the audio contain the sound of car horn?,yes,test
8230,YKvrcRMfFzOE@3-155130-A-43@5-195557-A-19@5-216370-A-41.wav,Does the audio contain the sound of hand saw?,no,test
8231,YKvrcRMfFzOE@3-155130-A-43@5-195557-A-19.wav,Does the audio contain the sound of hand saw?,no,test
8232,YKvrcRMfFzOE@3-155130-A-43@5-216370-A-41@5-195557-A-19.wav,Have you noticed the sound of thunderstorm in the audio?,yes,test
8233,YKvrcRMfFzOE@3-155130-A-43@5-216370-A-41.wav,Have you noticed the sound of thunderstorm in the audio?,no,test
8234,YKvrcRMfFzOE@3-155130-A-43@5-216370-A-41@5-195557-A-19.wav,Have you noticed the sound of car horn in the audio?,yes,test
8235,YKvrcRMfFzOE@3-155130-A-43@5-216370-A-41.wav,Have you noticed the sound of car horn in the audio?,yes,test
8236,YKvrcRMfFzOE@3-155130-A-43@5-216370-A-41@5-195557-A-19.wav,Have you noticed the sound of keyboard typing in the audio?,no,test
8237,YKvrcRMfFzOE@3-155130-A-43@5-216370-A-41.wav,Have you noticed the sound of keyboard typing in the audio?,no,test
8238,YKvrcRMfFzOE@5-195557-A-19@5-216370-A-41@3-155130-A-43.wav,Can you hear the sound of car horn in the audio?,yes,test
8239,YKvrcRMfFzOE@5-195557-A-19@5-216370-A-41.wav,Can you hear the sound of car horn in the audio?,no,test
8240,YKvrcRMfFzOE@5-195557-A-19@5-216370-A-41@3-155130-A-43.wav,Can you hear the sound of thunderstorm in the audio?,yes,test
8241,YKvrcRMfFzOE@5-195557-A-19@5-216370-A-41.wav,Can you hear the sound of thunderstorm in the audio?,yes,test
8242,YKvrcRMfFzOE@5-195557-A-19@5-216370-A-41@3-155130-A-43.wav,Can you hear the sound of dog in the audio?,no,test
8243,YKvrcRMfFzOE@5-195557-A-19@5-216370-A-41.wav,Can you hear the sound of dog in the audio?,no,test
8244,YKvrcRMfFzOE@4-178881-A-45@3-51909-B-42@2-77945-B-41.wav,Can you detect the sound of chainsaw in the audio?,yes,test
8245,YKvrcRMfFzOE@4-178881-A-45@3-51909-B-42.wav,Can you detect the sound of chainsaw in the audio?,no,test
8246,YKvrcRMfFzOE@4-178881-A-45@3-51909-B-42@2-77945-B-41.wav,Can you detect the sound of train in the audio?,yes,test
8247,YKvrcRMfFzOE@4-178881-A-45@3-51909-B-42.wav,Can you detect the sound of train in the audio?,yes,test
8248,YKvrcRMfFzOE@4-178881-A-45@3-51909-B-42@2-77945-B-41.wav,Can you detect the sound of cat in the audio?,no,test
8249,YKvrcRMfFzOE@4-178881-A-45@3-51909-B-42.wav,Can you detect the sound of cat in the audio?,no,test
8250,YKvrcRMfFzOE@4-178881-A-45@2-77945-B-41@3-51909-B-42.wav,Is there a sound of siren in the audio?,yes,test
8251,YKvrcRMfFzOE@4-178881-A-45@2-77945-B-41.wav,Is there a sound of siren in the audio?,no,test
8252,YKvrcRMfFzOE@4-178881-A-45@2-77945-B-41@3-51909-B-42.wav,Is there a sound of chainsaw in the audio?,yes,test
8253,YKvrcRMfFzOE@4-178881-A-45@2-77945-B-41.wav,Is there a sound of chainsaw in the audio?,yes,test
8254,YKvrcRMfFzOE@4-178881-A-45@2-77945-B-41@3-51909-B-42.wav,Is there a sound of can opening in the audio?,no,test
8255,YKvrcRMfFzOE@4-178881-A-45@2-77945-B-41.wav,Is there a sound of can opening in the audio?,no,test
8256,YKvrcRMfFzOE@3-51909-B-42@2-77945-B-41@4-178881-A-45.wav,Does the audio contain the sound of train?,yes,test
8257,YKvrcRMfFzOE@3-51909-B-42@2-77945-B-41.wav,Does the audio contain the sound of train?,no,test
8258,YKvrcRMfFzOE@3-51909-B-42@2-77945-B-41@4-178881-A-45.wav,Does the audio contain the sound of chainsaw?,yes,test
8259,YKvrcRMfFzOE@3-51909-B-42@2-77945-B-41.wav,Does the audio contain the sound of chainsaw?,yes,test
8260,YKvrcRMfFzOE@3-51909-B-42@2-77945-B-41@4-178881-A-45.wav,Does the audio contain the sound of sea waves?,no,test
8261,YKvrcRMfFzOE@3-51909-B-42@2-77945-B-41.wav,Does the audio contain the sound of sea waves?,no,test
8262,Y0yxEvdnimGg@3-140774-A-10@2-95258-B-1@2-109231-C-9.wav,Have you noticed the sound of crow in the audio?,yes,test
8263,Y0yxEvdnimGg@3-140774-A-10@2-95258-B-1.wav,Have you noticed the sound of crow in the audio?,no,test
8264,Y0yxEvdnimGg@3-140774-A-10@2-95258-B-1@2-109231-C-9.wav,Have you noticed the sound of rain in the audio?,yes,test
8265,Y0yxEvdnimGg@3-140774-A-10@2-95258-B-1.wav,Have you noticed the sound of rain in the audio?,yes,test
8266,Y0yxEvdnimGg@3-140774-A-10@2-95258-B-1@2-109231-C-9.wav,Have you noticed the sound of crickets in the audio?,no,test
8267,Y0yxEvdnimGg@3-140774-A-10@2-95258-B-1.wav,Have you noticed the sound of crickets in the audio?,no,test
8268,Y0yxEvdnimGg@3-140774-A-10@2-109231-C-9@2-95258-B-1.wav,Can you hear the sound of rooster in the audio?,yes,test
8269,Y0yxEvdnimGg@3-140774-A-10@2-109231-C-9.wav,Can you hear the sound of rooster in the audio?,no,test
8270,Y0yxEvdnimGg@3-140774-A-10@2-109231-C-9@2-95258-B-1.wav,Can you hear the sound of crow in the audio?,yes,test
8271,Y0yxEvdnimGg@3-140774-A-10@2-109231-C-9.wav,Can you hear the sound of crow in the audio?,yes,test
8272,Y0yxEvdnimGg@3-140774-A-10@2-109231-C-9@2-95258-B-1.wav,Can you hear the sound of vacuum cleaner in the audio?,no,test
8273,Y0yxEvdnimGg@3-140774-A-10@2-109231-C-9.wav,Can you hear the sound of vacuum cleaner in the audio?,no,test
8274,Y0yxEvdnimGg@2-95258-B-1@2-109231-C-9@3-140774-A-10.wav,Can you detect the sound of rain in the audio?,yes,test
8275,Y0yxEvdnimGg@2-95258-B-1@2-109231-C-9.wav,Can you detect the sound of rain in the audio?,no,test
8276,Y0yxEvdnimGg@2-95258-B-1@2-109231-C-9@3-140774-A-10.wav,Can you detect the sound of rooster in the audio?,yes,test
8277,Y0yxEvdnimGg@2-95258-B-1@2-109231-C-9.wav,Can you detect the sound of rooster in the audio?,yes,test
8278,Y0yxEvdnimGg@2-95258-B-1@2-109231-C-9@3-140774-A-10.wav,Can you detect the sound of mouse click in the audio?,no,test
8279,Y0yxEvdnimGg@2-95258-B-1@2-109231-C-9.wav,Can you detect the sound of mouse click in the audio?,no,test
8280,Y0yxEvdnimGg@5-195710-A-10@2-103424-A-3@2-82274-A-5.wav,Is there a sound of cat in the audio?,yes,test
8281,Y0yxEvdnimGg@5-195710-A-10@2-103424-A-3.wav,Is there a sound of cat in the audio?,no,test
8282,Y0yxEvdnimGg@5-195710-A-10@2-103424-A-3@2-82274-A-5.wav,Is there a sound of rain in the audio?,yes,test
8283,Y0yxEvdnimGg@5-195710-A-10@2-103424-A-3.wav,Is there a sound of rain in the audio?,yes,test
8284,Y0yxEvdnimGg@5-195710-A-10@2-103424-A-3@2-82274-A-5.wav,Is there a sound of water drops in the audio?,no,test
8285,Y0yxEvdnimGg@5-195710-A-10@2-103424-A-3.wav,Is there a sound of water drops in the audio?,no,test
8286,Y0yxEvdnimGg@5-195710-A-10@2-82274-A-5@2-103424-A-3.wav,Does the audio contain the sound of cow?,yes,test
8287,Y0yxEvdnimGg@5-195710-A-10@2-82274-A-5.wav,Does the audio contain the sound of cow?,no,test
8288,Y0yxEvdnimGg@5-195710-A-10@2-82274-A-5@2-103424-A-3.wav,Does the audio contain the sound of cat?,yes,test
8289,Y0yxEvdnimGg@5-195710-A-10@2-82274-A-5.wav,Does the audio contain the sound of cat?,yes,test
8290,Y0yxEvdnimGg@5-195710-A-10@2-82274-A-5@2-103424-A-3.wav,Does the audio contain the sound of glass breaking?,no,test
8291,Y0yxEvdnimGg@5-195710-A-10@2-82274-A-5.wav,Does the audio contain the sound of glass breaking?,no,test
8292,Y0yxEvdnimGg@2-103424-A-3@2-82274-A-5@5-195710-A-10.wav,Have you noticed the sound of rain in the audio?,yes,test
8293,Y0yxEvdnimGg@2-103424-A-3@2-82274-A-5.wav,Have you noticed the sound of rain in the audio?,no,test
8294,Y0yxEvdnimGg@2-103424-A-3@2-82274-A-5@5-195710-A-10.wav,Have you noticed the sound of cow in the audio?,yes,test
8295,Y0yxEvdnimGg@2-103424-A-3@2-82274-A-5.wav,Have you noticed the sound of cow in the audio?,yes,test
8296,Y0yxEvdnimGg@2-103424-A-3@2-82274-A-5@5-195710-A-10.wav,Have you noticed the sound of glass breaking in the audio?,no,test
8297,Y0yxEvdnimGg@2-103424-A-3@2-82274-A-5.wav,Have you noticed the sound of glass breaking in the audio?,no,test
8298,Y0yxEvdnimGg@4-223125-A-14@4-253649-A-6@4-133895-A-7.wav,Can you hear the sound of insects in the audio?,yes,test
8299,Y0yxEvdnimGg@4-223125-A-14@4-253649-A-6.wav,Can you hear the sound of insects in the audio?,no,test
8300,Y0yxEvdnimGg@4-223125-A-14@4-253649-A-6@4-133895-A-7.wav,Can you hear the sound of chirping birds in the audio?,yes,test
8301,Y0yxEvdnimGg@4-223125-A-14@4-253649-A-6.wav,Can you hear the sound of chirping birds in the audio?,yes,test
8302,Y0yxEvdnimGg@4-223125-A-14@4-253649-A-6@4-133895-A-7.wav,Can you hear the sound of crackling fire in the audio?,no,test
8303,Y0yxEvdnimGg@4-223125-A-14@4-253649-A-6.wav,Can you hear the sound of crackling fire in the audio?,no,test
8304,Y0yxEvdnimGg@4-223125-A-14@4-133895-A-7@4-253649-A-6.wav,Can you detect the sound of hen in the audio?,yes,test
8305,Y0yxEvdnimGg@4-223125-A-14@4-133895-A-7.wav,Can you detect the sound of hen in the audio?,no,test
8306,Y0yxEvdnimGg@4-223125-A-14@4-133895-A-7@4-253649-A-6.wav,Can you detect the sound of chirping birds in the audio?,yes,test
8307,Y0yxEvdnimGg@4-223125-A-14@4-133895-A-7.wav,Can you detect the sound of chirping birds in the audio?,yes,test
8308,Y0yxEvdnimGg@4-223125-A-14@4-133895-A-7@4-253649-A-6.wav,Can you detect the sound of keyboard typing in the audio?,no,test
8309,Y0yxEvdnimGg@4-223125-A-14@4-133895-A-7.wav,Can you detect the sound of keyboard typing in the audio?,no,test
8310,Y0yxEvdnimGg@4-253649-A-6@4-133895-A-7@4-223125-A-14.wav,Is there a sound of chirping birds in the audio?,yes,test
8311,Y0yxEvdnimGg@4-253649-A-6@4-133895-A-7.wav,Is there a sound of chirping birds in the audio?,no,test
8312,Y0yxEvdnimGg@4-253649-A-6@4-133895-A-7@4-223125-A-14.wav,Is there a sound of insects in the audio?,yes,test
8313,Y0yxEvdnimGg@4-253649-A-6@4-133895-A-7.wav,Is there a sound of insects in the audio?,yes,test
8314,Y0yxEvdnimGg@4-253649-A-6@4-133895-A-7@4-223125-A-14.wav,Is there a sound of door knock in the audio?,no,test
8315,Y0yxEvdnimGg@4-253649-A-6@4-133895-A-7.wav,Is there a sound of door knock in the audio?,no,test
8316,YxnVqvc7N7Po@3-103051-C-19@4-163609-A-16@4-198962-B-25.wav,Does the audio contain the sound of footsteps?,yes,test
8317,YxnVqvc7N7Po@3-103051-C-19@4-163609-A-16.wav,Does the audio contain the sound of footsteps?,no,test
8318,YxnVqvc7N7Po@3-103051-C-19@4-163609-A-16@4-198962-B-25.wav,Does the audio contain the sound of wind?,yes,test
8319,YxnVqvc7N7Po@3-103051-C-19@4-163609-A-16.wav,Does the audio contain the sound of wind?,yes,test
8320,YxnVqvc7N7Po@3-103051-C-19@4-163609-A-16@4-198962-B-25.wav,Does the audio contain the sound of can opening?,no,test
8321,YxnVqvc7N7Po@3-103051-C-19@4-163609-A-16.wav,Does the audio contain the sound of can opening?,no,test
8322,YxnVqvc7N7Po@3-103051-C-19@4-198962-B-25@4-163609-A-16.wav,Have you noticed the sound of wind in the audio?,yes,test
8323,YxnVqvc7N7Po@3-103051-C-19@4-198962-B-25.wav,Have you noticed the sound of wind in the audio?,no,test
8324,YxnVqvc7N7Po@3-103051-C-19@4-198962-B-25@4-163609-A-16.wav,Have you noticed the sound of footsteps in the audio?,yes,test
8325,YxnVqvc7N7Po@3-103051-C-19@4-198962-B-25.wav,Have you noticed the sound of footsteps in the audio?,yes,test
8326,YxnVqvc7N7Po@3-103051-C-19@4-198962-B-25@4-163609-A-16.wav,Have you noticed the sound of glass breaking in the audio?,no,test
8327,YxnVqvc7N7Po@3-103051-C-19@4-198962-B-25.wav,Have you noticed the sound of glass breaking in the audio?,no,test
8328,YxnVqvc7N7Po@4-163609-A-16@4-198962-B-25@3-103051-C-19.wav,Can you hear the sound of thunderstorm in the audio?,yes,test
8329,YxnVqvc7N7Po@4-163609-A-16@4-198962-B-25.wav,Can you hear the sound of thunderstorm in the audio?,no,test
8330,YxnVqvc7N7Po@4-163609-A-16@4-198962-B-25@3-103051-C-19.wav,Can you hear the sound of footsteps in the audio?,yes,test
8331,YxnVqvc7N7Po@4-163609-A-16@4-198962-B-25.wav,Can you hear the sound of footsteps in the audio?,yes,test
8332,YxnVqvc7N7Po@4-163609-A-16@4-198962-B-25@3-103051-C-19.wav,Can you hear the sound of car horn in the audio?,no,test
8333,YxnVqvc7N7Po@4-163609-A-16@4-198962-B-25.wav,Can you hear the sound of car horn in the audio?,no,test
8334,YxnVqvc7N7Po@f0698_0_laughter@5-172639-A-5@3-180256-A-0.wav,Can you detect the sound of dog in the audio?,yes,test
8335,YxnVqvc7N7Po@f0698_0_laughter@5-172639-A-5.wav,Can you detect the sound of dog in the audio?,no,test
8336,YxnVqvc7N7Po@f0698_0_laughter@5-172639-A-5@3-180256-A-0.wav,Can you detect the sound of cat in the audio?,yes,test
8337,YxnVqvc7N7Po@f0698_0_laughter@5-172639-A-5.wav,Can you detect the sound of cat in the audio?,yes,test
8338,YxnVqvc7N7Po@f0698_0_laughter@5-172639-A-5@3-180256-A-0.wav,Can you detect the sound of toilet flush in the audio?,no,test
8339,YxnVqvc7N7Po@f0698_0_laughter@5-172639-A-5.wav,Can you detect the sound of toilet flush in the audio?,no,test
8340,YxnVqvc7N7Po@f0698_0_laughter@3-180256-A-0@5-172639-A-5.wav,Is there a sound of cat in the audio?,yes,test
8341,YxnVqvc7N7Po@f0698_0_laughter@3-180256-A-0.wav,Is there a sound of cat in the audio?,no,test
8342,YxnVqvc7N7Po@f0698_0_laughter@3-180256-A-0@5-172639-A-5.wav,Is there a sound of laughter in the audio?,yes,test
8343,YxnVqvc7N7Po@f0698_0_laughter@3-180256-A-0.wav,Is there a sound of laughter in the audio?,yes,test
8344,YxnVqvc7N7Po@f0698_0_laughter@3-180256-A-0@5-172639-A-5.wav,Is there a sound of fireworks in the audio?,no,test
8345,YxnVqvc7N7Po@f0698_0_laughter@3-180256-A-0.wav,Is there a sound of fireworks in the audio?,no,test
8346,YxnVqvc7N7Po@5-172639-A-5@3-180256-A-0@f0698_0_laughter.wav,Does the audio contain the sound of laughter?,yes,test
8347,YxnVqvc7N7Po@5-172639-A-5@3-180256-A-0.wav,Does the audio contain the sound of laughter?,no,test
8348,YxnVqvc7N7Po@5-172639-A-5@3-180256-A-0@f0698_0_laughter.wav,Does the audio contain the sound of dog?,yes,test
8349,YxnVqvc7N7Po@5-172639-A-5@3-180256-A-0.wav,Does the audio contain the sound of dog?,yes,test
8350,YxnVqvc7N7Po@5-172639-A-5@3-180256-A-0@f0698_0_laughter.wav,Does the audio contain the sound of thunderstorm?,no,test
8351,YxnVqvc7N7Po@5-172639-A-5@3-180256-A-0.wav,Does the audio contain the sound of thunderstorm?,no,test
8352,YxnVqvc7N7Po@2-82274-A-5@1-85909-A-29@5-194932-A-7.wav,Have you noticed the sound of insects in the audio?,yes,test
8353,YxnVqvc7N7Po@2-82274-A-5@1-85909-A-29.wav,Have you noticed the sound of insects in the audio?,no,test
8354,YxnVqvc7N7Po@2-82274-A-5@1-85909-A-29@5-194932-A-7.wav,"Have you noticed the sound of drinking, sipping in the audio?",yes,test
8355,YxnVqvc7N7Po@2-82274-A-5@1-85909-A-29.wav,"Have you noticed the sound of drinking, sipping in the audio?",yes,test
8356,YxnVqvc7N7Po@2-82274-A-5@1-85909-A-29@5-194932-A-7.wav,Have you noticed the sound of snoring in the audio?,no,test
8357,YxnVqvc7N7Po@2-82274-A-5@1-85909-A-29.wav,Have you noticed the sound of snoring in the audio?,no,test
8358,YxnVqvc7N7Po@2-82274-A-5@5-194932-A-7@1-85909-A-29.wav,"Can you hear the sound of drinking, sipping in the audio?",yes,test
8359,YxnVqvc7N7Po@2-82274-A-5@5-194932-A-7.wav,"Can you hear the sound of drinking, sipping in the audio?",no,test
8360,YxnVqvc7N7Po@2-82274-A-5@5-194932-A-7@1-85909-A-29.wav,Can you hear the sound of insects in the audio?,yes,test
8361,YxnVqvc7N7Po@2-82274-A-5@5-194932-A-7.wav,Can you hear the sound of insects in the audio?,yes,test
8362,YxnVqvc7N7Po@2-82274-A-5@5-194932-A-7@1-85909-A-29.wav,Can you hear the sound of frog in the audio?,no,test
8363,YxnVqvc7N7Po@2-82274-A-5@5-194932-A-7.wav,Can you hear the sound of frog in the audio?,no,test
8364,YxnVqvc7N7Po@1-85909-A-29@5-194932-A-7@2-82274-A-5.wav,Can you detect the sound of cat in the audio?,yes,test
8365,YxnVqvc7N7Po@1-85909-A-29@5-194932-A-7.wav,Can you detect the sound of cat in the audio?,no,test
8366,YxnVqvc7N7Po@1-85909-A-29@5-194932-A-7@2-82274-A-5.wav,"Can you detect the sound of drinking, sipping in the audio?",yes,test
8367,YxnVqvc7N7Po@1-85909-A-29@5-194932-A-7.wav,"Can you detect the sound of drinking, sipping in the audio?",yes,test
8368,YxnVqvc7N7Po@1-85909-A-29@5-194932-A-7@2-82274-A-5.wav,Can you detect the sound of rain in the audio?,no,test
8369,YxnVqvc7N7Po@1-85909-A-29@5-194932-A-7.wav,Can you detect the sound of rain in the audio?,no,test
8370,YaZAXO2WZn84@5-198321-A-10@2-122104-B-0@4-163606-A-16.wav,Is there a sound of wind in the audio?,yes,test
8371,YaZAXO2WZn84@5-198321-A-10@2-122104-B-0.wav,Is there a sound of wind in the audio?,no,test
8372,YaZAXO2WZn84@5-198321-A-10@2-122104-B-0@4-163606-A-16.wav,Is there a sound of rain in the audio?,yes,test
8373,YaZAXO2WZn84@5-198321-A-10@2-122104-B-0.wav,Is there a sound of rain in the audio?,yes,test
8374,YaZAXO2WZn84@5-198321-A-10@2-122104-B-0@4-163606-A-16.wav,Is there a sound of vacuum cleaner in the audio?,no,test
8375,YaZAXO2WZn84@5-198321-A-10@2-122104-B-0.wav,Is there a sound of vacuum cleaner in the audio?,no,test
8376,YaZAXO2WZn84@5-198321-A-10@4-163606-A-16@2-122104-B-0.wav,Does the audio contain the sound of dog?,yes,test
8377,YaZAXO2WZn84@5-198321-A-10@4-163606-A-16.wav,Does the audio contain the sound of dog?,no,test
8378,YaZAXO2WZn84@5-198321-A-10@4-163606-A-16@2-122104-B-0.wav,Does the audio contain the sound of wind?,yes,test
8379,YaZAXO2WZn84@5-198321-A-10@4-163606-A-16.wav,Does the audio contain the sound of wind?,yes,test
